eventID,occurenceID,associatedSequences,basisOfRecord,preparations,organismQuantity,organismQuantityType,identificationRemarks,taxonConceptID,nameAccordingTo,scientificName,kingdom,phylum,class,order,family,genus,specificEpithet,taxonRank
Jaedraas-B,ERS3508483-ASV_000204,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to family level for ITS2 sequence,,,ASV_000204,Fungi,Ascomycota,Dothideomycetes,Venturiales,Venturiaceae,,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000201,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000201,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000209,,MATERIAL_SAMPLE,DNA extract,37,DNA sequence reads,SINTAX confidence 1.00 to kingdom level for ITS2 sequence,,,ASV_000209,Fungi,,,,,,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000208,,MATERIAL_SAMPLE,DNA extract,2,DNA sequence reads,SINTAX confidence 1.00 to family level for ITS2 sequence,,,ASV_000208,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000202,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to species level for ITS2 sequence,SH1545254.08FU,http://dx.doi.org/10.15156/BIO/SH1545254.08FU,ASV_000202,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,suberi,UNRANKED
Jaedraas-B,ERS3508483-ASV_000210,,MATERIAL_SAMPLE,DNA extract,4,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000210,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000207,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000207,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,Leptodontidium,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000206,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to order level for ITS2 sequence,,,ASV_000206,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000211,,MATERIAL_SAMPLE,DNA extract,36,DNA sequence reads,SINTAX confidence 1.00 to order level for ITS2 sequence,,,ASV_000211,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000214,,MATERIAL_SAMPLE,DNA extract,15,DNA sequence reads,SINTAX confidence 1.00 to family level for ITS2 sequence,,,ASV_000214,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000212,,MATERIAL_SAMPLE,DNA extract,34,DNA sequence reads,SINTAX confidence 1.00 to order level for ITS2 sequence,,,ASV_000212,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000213,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to order level for ITS2 sequence,,,ASV_000213,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000218,,MATERIAL_SAMPLE,DNA extract,1,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000218,Fungi,Chytridiomycota,Chytridiomycetes,Chytridiales,Chytriomycetaceae,Rhizidium,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000215,,MATERIAL_SAMPLE,DNA extract,15,DNA sequence reads,SINTAX confidence 1.00 to species level for ITS2 sequence,SH1510339.08FU,http://dx.doi.org/10.15156/BIO/SH1510339.08FU,ASV_000215,Fungi,Basidiomycota,Agaricomycetes,Boletales,Gomphidiaceae,Gomphidius,roseus,UNRANKED
Jaedraas-B,ERS3508483-ASV_000220,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000220,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000216,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to class level for ITS2 sequence,,,ASV_000216,Fungi,Ascomycota,Leotiomycetes,,,,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000219,,MATERIAL_SAMPLE,DNA extract,32,DNA sequence reads,SINTAX confidence 1.00 to order level for ITS2 sequence,,,ASV_000219,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000217,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000217,Fungi,Ascomycota,Leotiomycetes,Helotiales,Myxotrichaceae,Oidiodendron,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000221,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to order level for ITS2 sequence,,,ASV_000221,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000225,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 0.98 to genus level for ITS2 sequence,,,ASV_000225,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Trechispora,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000223,,MATERIAL_SAMPLE,DNA extract,29,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000223,Fungi,Basidiomycota,Agaricomycetes,Atheliales,Atheliaceae,Piloderma,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000228,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000228,Fungi,Mucoromycota,Umbelopsidomycetes,Umbelopsidales,Umbelopsidaceae,Umbelopsis,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000229,,MATERIAL_SAMPLE,DNA extract,25,DNA sequence reads,SINTAX confidence 1.00 to phylum level for ITS2 sequence,,,ASV_000229,Fungi,Rozellomycota,,,,,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000224,,MATERIAL_SAMPLE,DNA extract,1,DNA sequence reads,SINTAX confidence 1.00 to family level for ITS2 sequence,,,ASV_000224,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000227,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to species level for ITS2 sequence,SH1646390.08FU,http://dx.doi.org/10.15156/BIO/SH1646390.08FU,ASV_000227,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Botryobasidiaceae,Botryobasidium,obtusisporum,UNRANKED
Jaedraas-B,ERS3508483-ASV_000226,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to order level for ITS2 sequence,,,ASV_000226,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000230,,MATERIAL_SAMPLE,DNA extract,24,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000230,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000231,,MATERIAL_SAMPLE,DNA extract,23,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000231,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Wilcoxina,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000222,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to species level for ITS2 sequence,SH1156171.08FU,http://dx.doi.org/10.15156/BIO/SH1156171.08FU,ASV_000222,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Hyaloscypha,fuckelii,UNRANKED
Jaedraas-B,ERS3508483-ASV_000234,,MATERIAL_SAMPLE,DNA extract,7,DNA sequence reads,SINTAX confidence 1.00 to family level for ITS2 sequence,,,ASV_000234,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000232,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to order level for ITS2 sequence,,,ASV_000232,Fungi,Ascomycota,Sordariomycetes,Sordariales,,,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000235,,MATERIAL_SAMPLE,DNA extract,7,DNA sequence reads,SINTAX confidence 1.00 to order level for ITS2 sequence,,,ASV_000235,Fungi,Basidiomycota,Microbotryomycetes,Leucosporidiales,,,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000237,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to phylum level for ITS2 sequence,,,ASV_000237,Fungi,Rozellomycota,,,,,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000233,,MATERIAL_SAMPLE,DNA extract,21,DNA sequence reads,SINTAX confidence 1.00 to species level for ITS2 sequence,SH1568963.08FU,http://dx.doi.org/10.15156/BIO/SH1568963.08FU,ASV_000233,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,sambucina,UNRANKED
Jaedraas-B,ERS3508483-ASV_000238,,MATERIAL_SAMPLE,DNA extract,16,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000238,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000239,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,,,,ASV_000239,,,,,,,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000240,,MATERIAL_SAMPLE,DNA extract,15,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000240,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000236,,MATERIAL_SAMPLE,DNA extract,1,DNA sequence reads,SINTAX confidence 0.99 to family level for ITS2 sequence,,,ASV_000236,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000242,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to species level for ITS2 sequence,SH1565595.08FU,http://dx.doi.org/10.15156/BIO/SH1565595.08FU,ASV_000242,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Trimorphomycetaceae,Saitozyma,podzolica,UNRANKED
Jaedraas-B,ERS3508483-ASV_000246,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to order level for ITS2 sequence,,,ASV_000246,Fungi,Basidiomycota,Tremellomycetes,Tremellales,,,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000245,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to order level for ITS2 sequence,,,ASV_000245,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000247,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000247,Fungi,Ascomycota,Dothideomycetes,Venturiales,Venturiaceae,Venturia,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000243,,MATERIAL_SAMPLE,DNA extract,11,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000243,Fungi,Ascomycota,Leotiomycetes,Helotiales,Myxotrichaceae,Oidiodendron,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000249,,MATERIAL_SAMPLE,DNA extract,8,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000249,Fungi,Basidiomycota,Agaricomycetes,Atheliales,Atheliaceae,Amphinema,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000250,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 0.99 to species level for ITS2 sequence,SH1557019.08FU,http://dx.doi.org/10.15156/BIO/SH1557019.08FU,ASV_000250,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,zonata,UNRANKED
Jaedraas-B,ERS3508483-ASV_000251,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000251,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000248,,MATERIAL_SAMPLE,DNA extract,15,DNA sequence reads,SINTAX confidence 1.00 to order level for ITS2 sequence,,,ASV_000248,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000253,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to order level for ITS2 sequence,,,ASV_000253,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000252,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to order level for ITS2 sequence,,,ASV_000252,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000255,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to order level for ITS2 sequence,,,ASV_000255,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000256,,MATERIAL_SAMPLE,DNA extract,1,DNA sequence reads,SINTAX confidence 1.00 to kingdom level for ITS2 sequence,,,ASV_000256,Fungi,,,,,,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000257,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to order level for ITS2 sequence,,,ASV_000257,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000259,,MATERIAL_SAMPLE,DNA extract,9,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000259,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000262,,MATERIAL_SAMPLE,DNA extract,2,DNA sequence reads,SINTAX confidence 1.00 to family level for ITS2 sequence,,,ASV_000262,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000261,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to order level for ITS2 sequence,,,ASV_000261,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000258,,MATERIAL_SAMPLE,DNA extract,2,DNA sequence reads,SINTAX confidence 1.00 to family level for ITS2 sequence,,,ASV_000258,Fungi,Ascomycota,Leotiomycetes,Helotiales,Myxotrichaceae,,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000260,,MATERIAL_SAMPLE,DNA extract,6,DNA sequence reads,SINTAX confidence 1.00 to kingdom level for ITS2 sequence,,,ASV_000260,Fungi,,,,,,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000264,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000264,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000265,,MATERIAL_SAMPLE,DNA extract,9,DNA sequence reads,SINTAX confidence 1.00 to family level for ITS2 sequence,,,ASV_000265,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000263,,MATERIAL_SAMPLE,DNA extract,11,DNA sequence reads,SINTAX confidence 1.00 to order level for ITS2 sequence,,,ASV_000263,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000267,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to class level for ITS2 sequence,,,ASV_000267,Fungi,Basidiomycota,Agaricomycetes,,,,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000266,,MATERIAL_SAMPLE,DNA extract,9,DNA sequence reads,SINTAX confidence 0.99 to genus level for ITS2 sequence,,,ASV_000266,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000268,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 0.99 to family level for ITS2 sequence,,,ASV_000268,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000269,,MATERIAL_SAMPLE,DNA extract,1,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000269,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Tolypocladium,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000271,,MATERIAL_SAMPLE,DNA extract,8,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000271,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Gyoerffyella,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000275,,MATERIAL_SAMPLE,DNA extract,1,DNA sequence reads,SINTAX confidence 1.00 to order level for ITS2 sequence,,,ASV_000275,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000276,,MATERIAL_SAMPLE,DNA extract,5,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000276,Fungi,Mucoromycota,Umbelopsidomycetes,Umbelopsidales,Umbelopsidaceae,Umbelopsis,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000270,,MATERIAL_SAMPLE,DNA extract,8,DNA sequence reads,SINTAX confidence 1.00 to species level for ITS2 sequence,SH1529209.08FU,http://dx.doi.org/10.15156/BIO/SH1529209.08FU,ASV_000270,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,soluta,UNRANKED
Jaedraas-B,ERS3508483-ASV_000277,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to order level for ITS2 sequence,,,ASV_000277,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000272,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to species level for ITS2 sequence,SH1626116.08FU,http://dx.doi.org/10.15156/BIO/SH1626116.08FU,ASV_000272,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Gymnopilus,decipiens,UNRANKED
Jaedraas-B,ERS3508483-ASV_000279,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to class level for ITS2 sequence,,,ASV_000279,Fungi,Ascomycota,Sordariomycetes,,,,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000280,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,,,,ASV_000280,,,,,,,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000278,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to species level for ITS2 sequence,SH1643907.08FU,http://dx.doi.org/10.15156/BIO/SH1643907.08FU,ASV_000278,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Bankeraceae,Phellodon,melaleucus,UNRANKED
Jaedraas-B,ERS3508483-ASV_000281,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000281,Fungi,Basidiomycota,Tritirachiomycetes,Tritirachiales,Tritirachiaceae,Paratritirachium,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000283,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000283,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000282,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to order level for ITS2 sequence,,,ASV_000282,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000001,,MATERIAL_SAMPLE,DNA extract,395,DNA sequence reads,SINTAX confidence 1.00 to species level for ITS2 sequence,SH1556760.08FU,http://dx.doi.org/10.15156/BIO/SH1556760.08FU,ASV_000001,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,finlayi,UNRANKED
Jaedraas-E,ERS3508482-ASV_000007,,MATERIAL_SAMPLE,DNA extract,832,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000007,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000008,,MATERIAL_SAMPLE,DNA extract,49,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000008,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000005,,MATERIAL_SAMPLE,DNA extract,2348,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000005,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000004,,MATERIAL_SAMPLE,DNA extract,1089,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000004,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000003,,MATERIAL_SAMPLE,DNA extract,3468,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000003,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000010,,MATERIAL_SAMPLE,DNA extract,1546,DNA sequence reads,SINTAX confidence 1.00 to order level for ITS2 sequence,,,ASV_000010,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,,,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000006,,MATERIAL_SAMPLE,DNA extract,3901,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000006,Fungi,Basidiomycota,Agaricomycetes,Atheliales,Atheliaceae,Piloderma,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000002,,MATERIAL_SAMPLE,DNA extract,9428,DNA sequence reads,SINTAX confidence 1.00 to species level for ITS2 sequence,SH1632901.08FU,http://dx.doi.org/10.15156/BIO/SH1632901.08FU,ASV_000002,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,rufus,UNRANKED
Jaedraas-E,ERS3508482-ASV_000009,,MATERIAL_SAMPLE,DNA extract,7,DNA sequence reads,SINTAX confidence 1.00 to order level for ITS2 sequence,,,ASV_000009,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000012,,MATERIAL_SAMPLE,DNA extract,353,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000012,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000014,,MATERIAL_SAMPLE,DNA extract,7,DNA sequence reads,,,,ASV_000014,,,,,,,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000011,,MATERIAL_SAMPLE,DNA extract,138,DNA sequence reads,SINTAX confidence 1.00 to order level for ITS2 sequence,,,ASV_000011,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000013,,MATERIAL_SAMPLE,DNA extract,1541,DNA sequence reads,SINTAX confidence 1.00 to species level for ITS2 sequence,SH1509505.08FU,http://dx.doi.org/10.15156/BIO/SH1509505.08FU,ASV_000013,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Tricholoma,fucatum,UNRANKED
Jaedraas-E,ERS3508482-ASV_000015,,MATERIAL_SAMPLE,DNA extract,1,DNA sequence reads,SINTAX confidence 0.98 to species level for ITS2 sequence,SH1644964.08FU,http://dx.doi.org/10.15156/BIO/SH1644964.08FU,ASV_000015,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,pinophilus,UNRANKED
Jaedraas-E,ERS3508482-ASV_000019,,MATERIAL_SAMPLE,DNA extract,30,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000019,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000017,,MATERIAL_SAMPLE,DNA extract,1158,DNA sequence reads,SINTAX confidence 1.00 to species level for ITS2 sequence,SH1569597.08FU,http://dx.doi.org/10.15156/BIO/SH1569597.08FU,ASV_000017,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,densifolia,UNRANKED
Jaedraas-E,ERS3508482-ASV_000020,,MATERIAL_SAMPLE,DNA extract,151,DNA sequence reads,SINTAX confidence 1.00 to order level for ITS2 sequence,,,ASV_000020,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000016,,MATERIAL_SAMPLE,DNA extract,410,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000016,Fungi,Ascomycota,Leotiomycetes,Helotiales,Myxotrichaceae,Oidiodendron,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000018,,MATERIAL_SAMPLE,DNA extract,96,DNA sequence reads,SINTAX confidence 0.99 to genus level for ITS2 sequence,,,ASV_000018,Fungi,Ascomycota,Leotiomycetes,Helotiales,Leotiaceae,Pezoloma,,UNRANKED
